Colaborador,Fuente,Sexo,Origen,Nacimiento,Muerte
"Malespine, Émile",http://viaf.org/viaf/51902152,M,Francia,1892,1952
"Mallarmé, Stéphane",http://viaf.org/viaf/51692711,M,Francia,1842,1898
"Mallea, Eduardo",http://viaf.org/viaf/114171402,M,Argentina,1903,1982
"Mallet-Stevens, Robert",http://viaf.org/viaf/64102792,M,Francia,1886,1945
"Mallo, Maruja",http://viaf.org/viaf/86916506,F,España,1902,1995
"Mallol i Casanovas, Ignaci",http://viaf.org/viaf/58987469,M,España,1892,1940
"Malon, Benoît",http://viaf.org/viaf/39380746,M,Francia,1841,1893
"Mamani, Inocencio",http://viaf.org/viaf/77940544,M,Perú,1904,1990
Man Ray,http://viaf.org/viaf/7396101,M,Estados Unidos,1890,1976
"Mañach, Jorge",http://viaf.org/viaf/54221291,M,Cuba,1898,1961
"Manacorda, Telmo",http://viaf.org/viaf/63887292,M,Uruguay,1893,NA
"Mancheño y Olivares, Miguel",http://viaf.org/viaf/38719224,M,España,1843,1922
"Manet, Édouard",http://viaf.org/viaf/97379936,M,Francia,1832,1883
"Mann, Thomas",http://viaf.org/viaf/54151065,M,Alemania,1875,1955
"Manresa, Ruperto María de",http://viaf.org/viaf/86958858,M,España,1869,1939
"Manrique de Lara, Manuel",http://viaf.org/viaf/71726464,M,España,1863,1929
"Mansilla, Lucio Victorio",http://viaf.org/viaf/27077855,M,Argentina,1831,1913
"Mantecón, Juan José",http://viaf.org/viaf/107546235,M,España,1895,1964
"Mantegazza, Paolo",http://viaf.org/viaf/51791211,M,Italia,1831,1910
"Mantovani, Juan",http://viaf.org/viaf/273671986,M,Argentina,1898,1961
"Maples Arce, Manuel",http://viaf.org/viaf/6324880,M,México,1900,1981
"Maragall, Joan",http://viaf.org/viaf/4939902,M,España,1860,1911
"Marañón, Gregório",http://viaf.org/viaf/9857433,M,España,1887,1960
"Marasso, Arturo",http://viaf.org/viaf/17235615,M,Argentina,1890,1970
"Marat, Jean-Paul",http://viaf.org/viaf/19680982,M,Francia,1743,1793
"Marcoartu Goicoechea, Macario",https://memoriasclubdeportivodebilbao.blogspot.com/2018/03/fotografos-del-siglo-xix-que-pasaron_23.html,M,España,1860,1905
"Marcu, Alexandru",http://viaf.org/viaf/35844732,M,Rumania,1894,1955
"Marechal, Leopoldo",http://viaf.org/viaf/46840730,M,Argentina,1900,1970
"Marengo, Juan D.",https://books.google.de/books?id=L5lE3U2g5ZsC&pg=RA1-PA13&lpg=RA1-PA13&dq=Juan+d.+Marengo+comision+tecnica&source=bl&ots=id6jF9iRcB&sig=ACfU3U2WHqjWiLrRV_dDtxby7ah3EEsdrg&hl=de&sa=X&ved=2ahUKEwjv7drCy_bmAhWwwcQBHXtCBQsQ6AEwAHoECAcQAQ#v=onepage&q=Juan%20d.%20Marengo%20comision%20tecnica&f=false,M,Argentina,NA,NA
"Margueritte, Paul",http://viaf.org/viaf/79061563,M,Argelia,1860,1918
"Margueritte, Victor",http://viaf.org/viaf/7393838,M,Argelia,1886,1942
María Enriqueta,http://viaf.org/viaf/38498145,F,México,1872,1968
"Mariani, Luis Claudio",http://www.andalupedia.es/p_termino_detalle.php?id_ter=12810,M,España,1892,1960
"Mariani, Roberto",http://viaf.org/viaf/8184687,M,Argentina,1892,1946
"Mariátegui, José Carlos",http://viaf.org/viaf/76303758,M,Perú,1894,1930
"Maribona, Armando",http://viaf.org/viaf/192828753,M,Cuba,1894,1964
"Marichalar, Antonio",http://viaf.org/viaf/54283837,M,España,1893,1973
"Marín Llovet, Ricardo",http://viaf.org/viaf/304438777,M,España,1874,1955
"Marín Loya, Luis","https://viaf.org/viaf/66144765/#Mar%C3%ADn_Loya,_Luis",NA,NA,NA,NA
"Marín, Juan",http://viaf.org/viaf/186337168,M,Chile,1900,1963
"Marinello, Juan",http://viaf.org/viaf/32020236,M,Cuba,1898,1977
"Marinetti Cappa, Benedetta",http://viaf.org/viaf/232907944,F,Italia,1897,1977
"Marinetti, Filippo Tommaso",http://viaf.org/viaf/4933263,M,Italia,1876,1944
"Maristany, Fernando",http://viaf.org/viaf/87718725,M,España,1883,1924
"Maritain, Jacques",http://viaf.org/viaf/7393855,M,Francia,1882,1973
"Marof, Tristán",http://viaf.org/viaf/35901869,M,Bolivia,1898,1979
"Maroto, Rafael",http://viaf.org/viaf/24906256,M,España,1783,1853
"Marquet, Albert",http://viaf.org/viaf/66537002,M,Francia,1875,1947
"Márquez Bustillos, Victorino",http://viaf.org/viaf/107387356,M,Venezuela,1858,1941
"Márquez Miranda, Fernando",http://viaf.org/viaf/17602820,M,Argentina,1897,1961
"Márquez Peñate, Miguel",https://dialnet.unirioja.es/servlet/articulo?codigo=4848795,M,España,1911,1996
"Márquez Sterling, Manuel",http://viaf.org/viaf/100904477,M,Cuba,1872,1934
"Marquina, Eduardo",http://viaf.org/viaf/12461704,M,España,1879,1946
"Marquina, Rafael",http://viaf.org/viaf/87843521,M,España,1887,1960
"Martel, Julián",http://viaf.org/viaf/2550812,M,Argentina,1867,1896
"Martel, Rolando",http://www.alvaroyunque.com.ar/ensayos/alvaro-yunque-poetas-sociales-de-la-argentina.html,M,Argentina,NA,NA
"Martelli, Sixto",http://viaf.org/viaf/131145857080022922148,M,Argentina,NA,NA
"Martí, José",http://viaf.org/viaf/73865537,M,Cuba,1853,1895
"Martin du Gard, Maurice",http://viaf.org/viaf/22233931,M,Francia,1896,1970
"Martín Llorente, Francisco",http://viaf.org/viaf/87096658,M,España,1869,1937
"Martín Mínguez, Bernardino",http://viaf.org/viaf/29260683,M,España,1849,1920
"Martín, Melitón",http://viaf.org/viaf/49059036,M,España,NA,NA
"Martinez Barbeito, Carlos",http://viaf.org/viaf/5930464,M,España,1913,1997
"Martínez Corbalán, Francisco",http://www.miguelhernandezvirtual.es/new/index.php?option=com_content&view=article&id=1307:martinez-corbalan-francisco&catid=104:coetaneos&Itemid=119,M,España,1889,1933
"Martínez de la Riva, Ramón",http://viaf.org/viaf/87098528,M,España,NA,1936
"Martínez de la Torre, Ricardo","https://books.google.de/books?id=9tZOy1NoEZgC&pg=PA424&lpg=PA424&dq=Mart%C3%ADnez+de+la+Torre,+Ricardo+1904+peru&source=bl&ots=fyRrJl8UYI&sig=ACfU3U00e7CkLjinqsFo7U26EdSdr3OJEA&hl=de&sa=X&ved=2ahUKEwjjh9vi_rrgAhUNElAKHSMxAUkQ6AEwC3oECAQQAQ#v=onepage&q=Mart%C3%ADnez%20de%20la%20Torre%2C%20Ricardo%201904%20peru&f=false",M,Perú,1904,NA
"Martínez de León, Andrés",http://viaf.org/viaf/86547361,M,España,1895,1978
"Martínez Espada, Manuel",http://viaf.org/viaf/309621636,M,España,NA,NA
"Martínez Ferrer, José Horacio",https://books.google.de/books?id=1klZAAAAMAAJ&q=Jos%C3%A9+Horacio+Mart%C3%ADnez+Ferrer+1899+corcoba&dq=Jos%C3%A9+Horacio+Mart%C3%ADnez+Ferrer+1899+corcoba&hl=de&sa=X&ved=0ahUKEwiGtdH0xaTnAhXDa1AKHeJSArsQ6AEIMzAB,M,Argentina,1899,NA
"Martínez Jerez, José",http://viaf.org/viaf/23822057,M,NA,NA,NA
"Martínez Luján, Domingo",https://books.google.de/books?id=ImbNGzQkxy0C&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,M,Perú,1871,NA
"Martínez Rendón, Miguel D.",http://viaf.org/viaf/5151836427620400556,M,México,1891,1966
"Martínez Rubio, Rafael",http://www.culturacolima.gob.mx/imagenes/foroscolima/4/18.pdf,M,México,NA,NA
"Martínez Ruiz, José",http://viaf.org/viaf/2479761,M,España,1873,1967
"Martínez Santa-Olalla, Julio",http://viaf.org/viaf/107839,M,España,1905,1972
"Martínez Sierra, Gregorio",http://viaf.org/viaf/49350022,M,España,1881,1947
"Martínez Sierra, María",http://viaf.org/viaf/93150576,F,España,1874,1974
"Martínez Sotomayor, José",http://viaf.org/viaf/50756248,M,México,1895,1980
"Martínez Suárez, Emilio",https://books.google.de/books?id=iWix-UC0VL8C&pg=PA113&lpg=PA113&dq=%22emilio+martinez%22+poeta+cubano+asturias&source=bl&ots=pBKyRqI4L7&sig=ACfU3U2U_URlnV3nHJfFPaHEpBb3kXwVIw&hl=de&sa=X&ved=2ahUKEwi37eGr57XnAhUEa1AKHfmaCsMQ6AEwAXoECAsQAQ#v=onepage&q=%22emilio%20martinez%22%20poeta%20cubano%20asturias&f=false,M,España,1878,1959
"Martínez Ulloa, Enrique",https://www.geni.com/people/Enrique-Martinez-Ulloa/6000000048724345824,M,México,1905,1992
"Martínez Vijil, Carlos",http://www.mcnbiografias.com/app-bio/do/show?key=martinez-vigil-carlos,M,Chile,1870,1949
"Martínez, Alberto B.",http://viaf.org/viaf/29896618,M,Argentina,1868,1925
"Martínez, José Agustín",http://viaf.org/viaf/98775093,M,Cuba,1887,1962
"Martins, Francisco d'Assis d'Oliveira",http://viaf.org/viaf/100280196,M,Portugal,1903,1978
"Martos, Néstor",http://viaf.org/viaf/36656887,M,NA,1904,1973
"Marussig, Piero",http://viaf.org/viaf/69835464,M,Italia,1879,1937
"Marx, Karl",http://viaf.org/viaf/49228757,M,Alemania,1818,1883
"Más, José",http://viaf.org/viaf/47598545,M,España,1885,1941
"Masdeu, Jesús",http://viaf.org/viaf/305943041,M,Cuba,1887,1958
"Masefield, John",http://viaf.org/viaf/68945598,M,Reino Unido,1887,1967
"Maseras, Alfons",http://viaf.org/viaf/34704826,M,España,1884,1939
"Masereel, Frans",http://viaf.org/viaf/51693032,M,Bélgica,1889,1972
"Masó y Vázquez, Calixto",http://viaf.org/viaf/27247957,M,Cuba,1901,1974
"Masoliver, Juan Ramón",http://viaf.org/viaf/60665573,M,España,1910,1997
"Massaguer, Conrado Walter",http://viaf.org/viaf/121962926,M,Cuba,1889,1965
"Massó Torrents, Jaime",http://viaf.org/viaf/66522470,M,España,1863,1943
"Massó, Gildo",http://viaf.org/viaf/92140799,M,NA,1891,NA
"Mastrángelo, Carlos",http://viaf.org/viaf/60325621,M,Argentina,1911,1983
"Mastronardi, Carlos",http://viaf.org/viaf/44320563,M,Argentina,1901,1976
"Mata, Andrés A.",http://viaf.org/viaf/12435008,M,Venezuela,1870,1931
"Mata, Pedro",http://viaf.org/viaf/20475553,M,España,1875,1946
"Matamoros, Mercedes",http://viaf.org/viaf/74161950,F,Cuba,1851,1906
"Maté Huici, Luis","https://viaf.org/viaf/150185473/#Mat%C3%A9_Huici,_Luis",M,NA,NA,NA
"Mateos, Francisco",http://viaf.org/viaf/87078434,M,España,1894,1976
"Matheu Aybar, José María",http://viaf.org/viaf/87098674,M,España,1847,1929
"Matisse, Henri",http://viaf.org/viaf/42630086,M,Francia,1869,1954
"Matoses, Manuel",http://viaf.org/viaf/26811860,M,España,1844,1901
"Matta, Guillermo",http://viaf.org/viaf/9767860,M,Chile,1829,1899
"Matte Bello, Rebeca",http://viaf.org/viaf/78661432,F,Chile,1875,1929
"Maudet, Alejandro José","http://www.acanomas.com/Diccionario-Espanol/130277/SUX,-Alejandro-(1888-1959).htm",M,NA,1888,1959
"Maudsley, Henry",http://viaf.org/viaf/51775100,M,Reino Unido,1835,1918
"Maupassant, Guy de",http://viaf.org/viaf/29537765,M,Francia,1850,1893
"Maura Montaner, Bartolomé",http://viaf.org/viaf/120718854,M,España,1844,1926
"Maura, Antonio",http://viaf.org/viaf/32000261,M,España,1853,1925
"Maura, Gabriel",http://viaf.org/viaf/66592301,M,España,1879,1963
"Maurer, Alfred Henry",http://viaf.org/viaf/50021316,M,Estados Unidos,1868,1932
"Mauret Caamaño, Alberto",http://viaf.org/viaf/53145857019522921205,M,Chile,1880,1934
"Mauri, Juan Carlos",http://viaf.org/viaf/213089421,M,NA,NA,NA
"Mauthner, Fritz",http://viaf.org/viaf/36939733,M,República Checa,1849,1923
"Mayer de Zulen, Dora",https://es.wikipedia.org/wiki/Dora_Mayer,F,Perú,1868,1959
"Mayo, Hugo",http://viaf.org/viaf/23293735,M,Ecuador,1895,1988
"Mazel, Henri",http://viaf.org/viaf/41877719,M,Francia,1864,1947
"Maziel, Juan Baltasar",http://viaf.org/viaf/68777628,M,Argentina,1727,1788
"Mazière, G. de",http://viaf.org/viaf/283785353,NA,Francia,NA,NA
"Mazzei, P.",http://viaf.org/viaf/144150565716106251683,NA,NA,NA,NA
"McMillen, Mildred",https://en.wikipedia.org/wiki/Mildred_McMillen,F,Estados Unidos,1884,1940
"Medgyès, Ladislas","https://viaf.org/viaf/16146029377635820455/#Medgye%CC%80s,_Ladislas_1892-....",M,Hungría,1892,NA
"Medina Onrubia, Salvadora",http://viaf.org/viaf/65138902,F,Argentina,1894,1972
"Medina Vera, Inocencio",http://viaf.org/viaf/86929599,M,España,1876,1918
"Medina, Isaac José",https://www.geni.com/people/Isaac-Jos%C3%A9-Medina-Garijo/6000000052485935871,M,NA,1871,1931
"Medina, Lucio Diez de",http://elias-blanco.blogspot.com/2012/01/lucio-diez-de-medina-gutierrez.html,M,Bolivia,1904,1960
"Medina, Pedro de",http://viaf.org/viaf/176766733,M,España,1493,1567
"Medina, Vicente",http://viaf.org/viaf/71516387,M,España,1866,1937
"Medinaceli, Carlos",http://viaf.org/viaf/34495427,M,Bolivia,1898,1949
"Médiz Bolio, Antonio",http://viaf.org/viaf/32280662,M,México,1884,1957
"Meireles, Cecilia",http://viaf.org/viaf/7405447,F,Brasil,1901,1964
"Meisonnier, Ernest",http://viaf.org/viaf/49233513,M,Francia,1815,1891
"Melián Lafinur, Álvaro",http://viaf.org/viaf/98470274,M,Argentina,1891,1958
"Mella, Julio Antonio",http://viaf.org/viaf/4942913,M,Cuba,1903,1929
"Melo, Carlos F.",http://viaf.org/viaf/209252442,M,Argentina,1873,1931
"Melossi, Alfredo",http://www.artistasvisualeschilenos.cl/658/w3-article-39824.html,M,Chile,1870,1962
"Mena, Anselmo",https://books.google.de/books?id=feS8xrZVIXoC&pg=PA231&lpg=PA231&dq=anselmo+mena+1899+1958&source=bl&ots=dfWZ4v7pGE&sig=ACfU3U3U5lbZc9vWM_HSG76Gt7yKuVsC4w&hl=de&sa=X&ved=2ahUKEwilgYSSxsfhAhXRKlAKHYCZAYAQ6AEwCHoECAYQAQ#v=onepage&q=anselmo%20mena%201899%201958&f=false,M,México,1899,1958
"Mencken, Henry Louis",http://viaf.org/viaf/76330588,M,Estados Unidos,1880,1956
"Mendelsohn, Erich",http://viaf.org/viaf/64036345,M,Alemania,1887,1953
"Mendès, Catulle",http://viaf.org/viaf/34460397,M,Francia,1841,1909
"Méndez Bringa, Narciso",http://viaf.org/viaf/86972811,M,España,1868,1933
"Méndez Calzada, Enrique",http://viaf.org/viaf/24553783,M,Argentina,1898,1940
"Méndez de Cuenca, Laura",http://viaf.org/viaf/41551553,F,México,1853,1928
"Méndez Domínguez, Luis",http://viaf.org/viaf/11153893687802292463,M,España,1912,NA
"Méndez Magariños, Melchor",http://viaf.org/viaf/169460165,M,España,1885,1945
"Méndez, Concha",http://viaf.org/viaf/9863418,F,España,1898,1986
"Méndez, Evar",http://viaf.org/viaf/308179039,M,Argentina,1888,1955
"Méndez, Félix",http://viaf.org/viaf/315947950,M,NA,1870,1913
"Méndez, Leopoldo",http://viaf.org/viaf/29859179,M,México,1902,1969
"Mendilaharsu, Julio Raúl",http://viaf.org/viaf/55717433,M,Uruguay,1887,1923
"Mendizábal, Miguel Othón de",http://viaf.org/viaf/45625423,M,México,1890,1945
"Mendoza Díaz, Vicente",https://www.google.com/search?client=firefox-b&biw=766&bih=730&ei=sXM4XI35HaSMmgXzzIPgBQ&q=%22vicente+mendoza+d%C3%ADaz%22+abogado+peruano+biografia&oq=%22vicente+mendoza+d%C3%ADaz%22+abogado+peruano+biografia&gs_l=psy-ab.3...11129.14160..14833...0.0..0.215.413.0j1j1...…0....1..gws-wiz.g8BIyGSHSoc,M,Perú,1905,1974
"Menéndez Pidal, Jimena",http://viaf.org/viaf/45885475,F,España,1901,1990
"Menéndez Pidal, Ramón",http://viaf.org/viaf/54151405,M,España,1869,1968
"Menéndez y Pelayo, Marcelino",http://viaf.org/viaf/64018425,M,España,1856,1912
"Meneses, Ludovico de",http://viaf.org/viaf/99020432,M,Portugal,1860,1949
"Meneses, Rómulo",http://viaf.org/viaf/281725770,NA,Perú,NA,NA
"Merajver, Abraham",https://www.geni.com/people/Abraham-Merajver/6000000003266656019,M,NA,1908,1971
"Mercader-Belloch, Enrique de",http://viaf.org/viaf/304670239,M,España,1832,1903
"Mercado, Guillermo",http://rincondepoetasmajo.blogspot.com/2012/03/guillermo-mercado-barroso.html,M,Perú,1904,1983
"Mercado, Julio",http://viaf.org/viaf/14341247,M,NA,NA,NA
"Mercante, Víctor",http://viaf.org/viaf/72881706,M,Argentina,1870,1934
"Mercereau, Alexandre",http://viaf.org/viaf/29685032,M,Francia,1884,1945
"Merchán, Rafael María",http://viaf.org/viaf/13910707,M,Cuba,1844,1906
"Merel, Juan de Dios",http://acetni-peapdmi.blogspot.com/2018/09/el-apra-en-la-literatrura-peruana.html,M,Perú,NA,NA
"Mérida, Carlos",http://viaf.org/viaf/95708851,M,Guatemala,1891,1984
"Merkulov, Yuri Alexandrovich",https://en.wikipedia.org/wiki/Yuri_Merkulov,M,Rusia,1901,1979
"Mesa, Enrique de",http://viaf.org/viaf/38628434,M,España,1878,1929
"Mestres, Apeles",http://viaf.org/viaf/106997233,M,España,1854,1936
"Mesureur, Amélie",http://viaf.org/viaf/76440125,F,Francia,1854,1926
"Meteyard, Sidney",http://viaf.org/viaf/95809187,M,Reino Unido,1868,1947
"Metge, Bernat",http://viaf.org/viaf/10078734,M,España,1346,1413
"Meurville, Louis de",http://viaf.org/viaf/216072675,M,Francia,NA,NA
"Meyer, Augusto",http://viaf.org/viaf/17247579,M,Brasil,1902,1970
"Meyerbeer, Giacomo",http://viaf.org/viaf/71578779,M,Alemania,1791,1864
"Meynell, Alice",http://viaf.org/viaf/71820798,F,Reino Unido,1847,1922
"Meza y Suárez Inclán, Ramón",http://viaf.org/viaf/39526863,M,Cuba,1861,1911
"Mézan, Saül",http://viaf.org/viaf/83030700,M,Bulgaria,1893,1943
"Mézières, Alfred",http://viaf.org/viaf/14861984,M,Francia,1826,1915
"Michaux, Henri",http://viaf.org/viaf/54151507,M,Francia,1899,1984
"Michel, Louise",http://viaf.org/viaf/14773926,F,Francia,1830,1905
"Micón, Sabino A.",http://viaf.org/viaf/87101615,M,NA,NA,NA
"Mies Van der Rohe, Ludwig",http://viaf.org/viaf/95153318,M,Alemania,1886,1969
"Miguel, Francisco",http://viaf.org/viaf/52914542,M,España,1897,1936
"Milhaud, Darius",http://viaf.org/viaf/42026090,M,Francia,1892,1974
"Mill, John Stuart",http://viaf.org/viaf/100189299,M,Reino Unido,1806,1873
"Millares Carlo, Agustín",http://viaf.org/viaf/93114502,M,España,1893,1980
"Millàs Raurell, Josep Maria",http://viaf.org/viaf/23785151,M,España,1896,1971
"Millás Vallicrosa, José María",http://viaf.org/viaf/111393708,M,España,1897,1970
"Milosz, Oscar Vladislas de Lubicz",http://viaf.org/viaf/79690447,M,Francia,1877,1939
"Minguez, Ángel",http://wm1640482.web-maker.es/BIOGRAF-AS-DE-PINTORES-A/Angel-M-nguez-Garc-a/,M,España,1865,1936
"Minguijón, Salvador",http://viaf.org/viaf/74867795,M,España,1874,1958
"Mininni, Héctor",http://pmb.parlamento.gub.uy/pmb/opac_css/index.php?lvl=more_results,M,Uruguay,NA,NA
"Minne, George",http://viaf.org/viaf/15535878,M,Bélgica,1866,1941
"Miomandre, Francis de",http://viaf.org/viaf/106594277,M,Francia,1880,1959
"Miranda Klix, José Guillermo",http://viaf.org/viaf/221061767,M,Argentina,1907,1931
"Miranda, Augustin",http://viaf.org/viaf/86574679,M,Guinea Ecuatorial,1910,1992
"Miravitlles, Jaume",http://viaf.org/viaf/65209115,M,España,1906,1988
"Mirbeau, Octave",http://viaf.org/viaf/100204602,M,Francia,1848,1917
"Miró, César",http://viaf.org/viaf/87361113,M,Perú,1907,1999
"Miró Ferer, Gabriel",http://viaf.org/viaf/29542991,M,España,1879,1930
"Miró, Joan",http://viaf.org/viaf/9850739,M,España,1893,1983
"Mistral, Frédéric",http://viaf.org/viaf/39381417,M,Francia,1830,1914
"Mitre, Bartolomé",http://viaf.org/viaf/71432318,M,Argentina,1821,1906
"Mitty, Jean de",http://viaf.org/viaf/56739619,M,Rumania,1864,1911
"Modotti, Tina",http://viaf.org/viaf/66562115,F,Italia,1896,1942
"Moheno, Querido",http://viaf.org/viaf/50926116,M,México,1874,1933
"Moholy Nagy, László",http://viaf.org/viaf/22203431,M,Hungría,1895,1946
"Molina La Hitte, Alfredo",http://viaf.org/viaf/90561364,M,Chile,NA,NA
"Molina, Enrique",http://viaf.org/viaf/2504823,M,Argentina,1910,1996
"Molina, Ernesto",http://viaf.org/viaf/552145857059022921478,M,Chile,1857,1904
"Molina, Juan Ramón",http://viaf.org/viaf/42031399,M,Honduras,1875,1908
"Molina, Miguel",http://viaf.org/viaf/39513069,M,España,1908,1993
"Molina, Tirso de",http://viaf.org/viaf/87464366,M,España,1579,1648
"Molinari, Ricardo E.",http://viaf.org/viaf/22221596,M,Argentina,1898,1996
"Mond, Henry",http://viaf.org/viaf/113415694,M,Reino Unido,1898,1949
"Monegal, Casiano",https://de.wikipedia.org/wiki/Casiano_Monegal,M,Uruguay,1885,1944
"Moneva y Puyol, Juan",http://viaf.org/viaf/17515224,M,España,1871,1951
"Monsegur, Raúl",http://mat.gob.ar/colecciones/monsegur-raul/,M,Argentina,1913,1963
"Montaigne, Michel de",http://viaf.org/viaf/95153547,M,Francia,1533,1592
"Montaldo, Caupolicán",http://viaf.org/viaf/1145856866322920424,M,Chile,1902,1960
"Montaner, Joaquín",http://viaf.org/viaf/36083632,M,España,1892,1957
"Montanyà, Lluís",http://viaf.org/viaf/50375677,M,España,1903,1985
"Monteiro, Adolfo Casais",http://viaf.org/viaf/46778716,M,Portugal,1908,1972
"Montenegro, Carlos",http://viaf.org/viaf/54282830,M,Cuba,1900,1981
"Montenegro, Roberto",http://viaf.org/viaf/62649009,M,México,1887,1968
"Monterde, Francisco",http://viaf.org/viaf/29624014,M,México,1894,1985
"Montero Ríos, Eugenio",http://viaf.org/viaf/66720534,M,España,1832,1914
"Monterrey, Manuel",http://viaf.org/viaf/51321988,M,España,1877,1963
"Montes de Oca, Manuel Augusto",http://viaf.org/viaf/17599466,M,Argentina,1867,1934
"Montes, Eugenio",http://viaf.org/viaf/120720965,M,España,1897,1982
"Montesano Delchi, Arturo",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&ved=2ahUKEwih5b614vbmAhVMLewKHeSSB-c4ChAWMAB6BAgCEAI&url=http%3A%2F%2Frepositorio.filo.uba.ar%2Fjspui%2Fbitstream%2Ffilodigital%2F1411%2F1%2Fuba_ffyl_t_2010_860669.pdf&usg=AOvVaw2AsCwGtqDFRuKJxiR-VzHX,M,Argentina,NA,NA
"Montesinos, Mariano",https://fci.uib.es/Servicios/libros/investigacion/llado/EL-TERCER-GRUPO-DE-ARTISTAS-ARGENTINOS-Felipe.cid217056,M,Argentina,1902,NA
"Montesquieu, Charles de Secondat, baron de",http://viaf.org/viaf/27069096,M,Francia,1689,1755
"Montesquiou, Robert",http://viaf.org/viaf/88625340,M,Francia,1855,1921
"Montherlant, Henry de",http://viaf.org/viaf/76320420,M,Francia,1896,1972
"Montiel Ballesteros, Adolfo","https://viaf.org/viaf/48098305/#Montiel_Ballesteros,_Adolfo_1888-1971",M,Uruguay,1888,1971
"Montilla y Adan, Juan",http://viaf.org/viaf/87109562,M,España,NA,NA
"Montmorency-Laval, Anne-Adrien-Pierre de",http://viaf.org/viaf/281994258,M,Francia,1768,1837
"Montolíu, Manuel de",http://viaf.org/viaf/41966281,M,España,1877,1961
"Montori y Céspedes, Arturo",https://www.ecured.cu/Arturo_Montori_y_C%C3%A9spedes,M,Cuba,1878,1932
"Montoro, Rafael",http://viaf.org/viaf/7067009,M,Cuba,1852,1933
"Monvel, María",http://viaf.org/viaf/287087205,F,Chile,1897,1936
"Monzón, Felo",http://viaf.org/viaf/75532312,M,España,1910,1989
